Date,Time,Market Regime,Confidence Score,Transition Threshold Score
2024-01-01,14:50:00,Bearish_Linear_Decay,0.665,0.635
2024-01-01,14:55:00,Bearish_Linear_Decay,0.773,0.611
2024-01-01,15:00:00,Bearish_Panic,0.677,0.452
2024-01-01,15:05:00,Expiry_Pinning,0.856,0.429
2024-01-01,15:10:00,Bullish_Linear_Decay,0.758,0.428
2024-01-01,15:15:00,Bearish_Vol_Expansion,0.767,0.593
2024-01-01,15:20:00,Bearish_Vol_Expansion,0.672,0.422
2024-01-01,15:25:00,Bullish_Grind,0.862,0.493
2024-01-01,15:30:00,Sideways_Violent,0.689,0.723
2024-01-02,09:15:00,Sideways_Low_Vol,0.647,0.678
2024-01-02,09:20:00,Bearish_Vol_Expansion,0.728,0.670
2024-01-02,09:25:00,Bullish_Grind,0.766,0.703
2024-01-02,09:30:00,Sideways_Violent,0.732,0.419
2024-01-02,09:35:00,Sideways_Decay,0.708,0.458
2024-01-02,09:40:00,Sideways_Decay,0.832,0.373
2024-01-02,09:45:00,Bullish_Vol_Expansion,0.658,0.357
2024-01-02,09:50:00,Bullish_Linear_Decay,0.715,0.633
2024-01-02,09:55:00,Bullish_Grind,0.857,0.615
2024-01-02,10:00:00,Sideways_Low_Vol,0.837,0.643
2024-01-02,10:05:00,Bullish_Vol_Expansion,0.809,0.557
2024-01-02,10:10:00,Bearish_Vol_Expansion,0.774,0.595
2024-01-02,10:15:00,Expiry_Pinning,0.739,0.562
2024-01-02,10:20:00,Expiry_Pinning,0.829,0.458
2024-01-02,10:25:00,Breakout_Mode,0.606,0.437
2024-01-02,10:30:00,Breakout_Mode,0.643,0.393
2024-01-02,10:35:00,Sideways_Decay,0.672,0.674
2024-01-02,10:40:00,Bullish_Grind,0.921,0.744
2024-01-02,10:45:00,Sideways_Low_Vol,0.891,0.513
2024-01-02,10:50:00,Bearish_Vol_Expansion,0.938,0.433
2024-01-02,10:55:00,Sideways_Low_Vol,0.604,0.405
2024-01-02,11:00:00,Vol_Crush,0.714,0.679
2024-01-02,11:05:00,Breakout_Mode,0.706,0.366
2024-01-02,11:10:00,Sideways_Low_Vol,0.725,0.683
2024-01-02,11:15:00,Bearish_Vol_Expansion,0.732,0.625
2024-01-02,11:20:00,Vol_Crush,0.629,0.362
2024-01-02,11:25:00,Vol_Crush,0.853,0.615
2024-01-02,11:30:00,Vol_Crush,0.680,0.425
2024-01-02,11:35:00,Bearish_Vol_Expansion,0.798,0.661
2024-01-02,11:40:00,Sideways_Violent,0.770,0.531
2024-01-02,11:45:00,Sideways_Violent,0.620,0.715
2024-01-02,11:50:00,Sideways_Violent,0.611,0.498
2024-01-02,11:55:00,Bearish_Vol_Expansion,0.604,0.459
2024-01-02,12:00:00,Bullish_Linear_Decay,0.930,0.598
2024-01-02,12:05:00,Bullish_Grind,0.826,0.586
2024-01-02,12:10:00,Expiry_Pinning,0.613,0.512
2024-01-02,12:15:00,Sideways_Low_Vol,0.895,0.400
2024-01-02,12:20:00,Bullish_Vol_Expansion,0.881,0.434
2024-01-02,12:25:00,Vol_Crush,0.923,0.433
2024-01-02,12:30:00,Vol_Crush,0.781,0.609
2024-01-02,12:35:00,Bearish_Panic,0.845,0.725
2024-01-02,12:40:00,Sideways_Low_Vol,0.939,0.443
2024-01-02,12:45:00,Bearish_Linear_Decay,0.709,0.646
2024-01-02,12:50:00,Bullish_Linear_Decay,0.697,0.685
2024-01-02,12:55:00,Bullish_Vol_Expansion,0.799,0.477
2024-01-02,13:00:00,Sideways_Low_Vol,0.784,0.361
2024-01-02,13:05:00,Sideways_Violent,0.820,0.690
2024-01-02,13:10:00,Expiry_Pinning,0.681,0.506
2024-01-02,13:15:00,Breakout_Mode,0.876,0.463
2024-01-02,13:20:00,Bearish_Vol_Expansion,0.657,0.416
2024-01-02,13:25:00,Bullish_Vol_Expansion,0.600,0.451
2024-01-02,13:30:00,Sideways_Violent,0.788,0.374
2024-01-02,13:35:00,Bullish_Linear_Decay,0.687,0.738
2024-01-02,13:40:00,Expiry_Pinning,0.705,0.534
2024-01-02,13:45:00,Sideways_Violent,0.622,0.462
2024-01-02,13:50:00,Bullish_Vol_Expansion,0.731,0.493
2024-01-02,13:55:00,Sideways_Decay,0.796,0.638
2024-01-02,14:00:00,Breakout_Mode,0.914,0.700
2024-01-02,14:05:00,Expiry_Pinning,0.905,0.501
2024-01-02,14:10:00,Breakout_Mode,0.796,0.376
2024-01-02,14:15:00,Bullish_Grind,0.644,0.696
2024-01-02,14:20:00,Vol_Crush,0.833,0.627
2024-01-02,14:25:00,Bearish_Vol_Expansion,0.846,0.687
2024-01-02,14:30:00,Vol_Crush,0.637,0.445
2024-01-02,14:35:00,Sideways_Violent,0.907,0.521
2024-01-02,14:40:00,Bullish_Linear_Decay,0.786,0.619
2024-01-02,14:45:00,Bearish_Panic,0.630,0.634
2024-01-02,14:50:00,Bearish_Panic,0.877,0.516
2024-01-02,14:55:00,Bearish_Vol_Expansion,0.914,0.474
2024-01-02,15:00:00,Sideways_Violent,0.752,0.418
2024-01-02,15:05:00,Sideways_Violent,0.920,0.688
2024-01-02,15:10:00,Bearish_Linear_Decay,0.911,0.687
2024-01-02,15:15:00,Sideways_Decay,0.625,0.649
2024-01-02,15:20:00,Vol_Crush,0.757,0.637
2024-01-02,15:25:00,Sideways_Decay,0.801,0.627
2024-01-02,15:30:00,Bullish_Grind,0.827,0.557
2024-01-03,09:15:00,Bearish_Vol_Expansion,0.887,0.479
2024-01-03,09:20:00,Bearish_Linear_Decay,0.789,0.420
2024-01-03,09:25:00,Breakout_Mode,0.638,0.637
2024-01-03,09:30:00,Sideways_Violent,0.798,0.502
2024-01-03,09:35:00,Bearish_Linear_Decay,0.634,0.443
2024-01-03,09:40:00,Bearish_Linear_Decay,0.649,0.714
2024-01-03,09:45:00,Sideways_Decay,0.912,0.373
2024-01-03,09:50:00,Sideways_Decay,0.679,0.517
2024-01-03,09:55:00,Vol_Crush,0.848,0.399
2024-01-03,10:00:00,Bearish_Vol_Expansion,0.684,0.713
2024-01-03,10:05:00,Bullish_Linear_Decay,0.789,0.633
2024-01-03,10:10:00,Bearish_Linear_Decay,0.747,0.492
2024-01-03,10:15:00,Bearish_Panic,0.927,0.480
2024-01-03,10:20:00,Vol_Crush,0.674,0.650
2024-01-03,10:25:00,Bearish_Vol_Expansion,0.788,0.384
2024-01-03,10:30:00,Bearish_Linear_Decay,0.628,0.580
2024-01-03,10:35:00,Vol_Crush,0.903,0.464
2024-01-03,10:40:00,Bullish_Grind,0.678,0.721
2024-01-03,10:45:00,Bullish_Vol_Expansion,0.608,0.596
2024-01-03,10:50:00,Bullish_Grind,0.711,0.559
2024-01-03,10:55:00,Bearish_Linear_Decay,0.739,0.538
2024-01-03,11:00:00,Sideways_Violent,0.882,0.356
2024-01-03,11:05:00,Bearish_Panic,0.881,0.419
2024-01-03,11:10:00,Bearish_Vol_Expansion,0.899,0.733
2024-01-03,11:15:00,Bearish_Vol_Expansion,0.792,0.711
2024-01-03,11:20:00,Expiry_Pinning,0.788,0.511
2024-01-03,11:25:00,Sideways_Decay,0.815,0.717
2024-01-03,11:30:00,Sideways_Violent,0.758,0.473
2024-01-03,11:35:00,Bullish_Linear_Decay,0.692,0.639
2024-01-03,11:40:00,Sideways_Decay,0.708,0.426
2024-01-03,11:45:00,Expiry_Pinning,0.838,0.423
2024-01-03,11:50:00,Breakout_Mode,0.716,0.469
2024-01-03,11:55:00,Bearish_Vol_Expansion,0.845,0.618
2024-01-03,12:00:00,Bullish_Grind,0.665,0.565
2024-01-03,12:05:00,Bearish_Vol_Expansion,0.816,0.538
2024-01-03,12:10:00,Sideways_Decay,0.895,0.404
2024-01-03,12:15:00,Breakout_Mode,0.878,0.384
2024-01-03,12:20:00,Bearish_Panic,0.844,0.373
2024-01-03,12:25:00,Vol_Crush,0.720,0.569
2024-01-03,12:30:00,Breakout_Mode,0.703,0.567
2024-01-03,12:35:00,Bearish_Linear_Decay,0.640,0.698
2024-01-03,12:40:00,Bearish_Panic,0.659,0.526
2024-01-03,12:45:00,Breakout_Mode,0.613,0.576
2024-01-03,12:50:00,Bearish_Panic,0.794,0.373
2024-01-03,12:55:00,Expiry_Pinning,0.846,0.358
2024-01-03,13:00:00,Sideways_Violent,0.711,0.731
2024-01-03,13:05:00,Vol_Crush,0.612,0.633
2024-01-03,13:10:00,Bullish_Linear_Decay,0.902,0.533
2024-01-03,13:15:00,Bullish_Linear_Decay,0.782,0.435
2024-01-03,13:20:00,Bearish_Linear_Decay,0.735,0.496
2024-01-03,13:25:00,Bullish_Grind,0.715,0.362
2024-01-03,13:30:00,Vol_Crush,0.814,0.617
2024-01-03,13:35:00,Expiry_Pinning,0.635,0.431
2024-01-03,13:40:00,Sideways_Decay,0.733,0.473
2024-01-03,13:45:00,Bullish_Grind,0.757,0.454
2024-01-03,13:50:00,Sideways_Violent,0.632,0.360
2024-01-03,13:55:00,Bearish_Vol_Expansion,0.668,0.530
2024-01-03,14:00:00,Bullish_Vol_Expansion,0.848,0.384
2024-01-03,14:05:00,Bullish_Linear_Decay,0.630,0.729
2024-01-03,14:10:00,Sideways_Decay,0.660,0.644
2024-01-03,14:15:00,Breakout_Mode,0.684,0.673
2024-01-03,14:20:00,Sideways_Decay,0.928,0.581
2024-01-03,14:25:00,Bullish_Vol_Expansion,0.909,0.568
2024-01-03,14:30:00,Bearish_Linear_Decay,0.610,0.562
2024-01-03,14:35:00,Expiry_Pinning,0.927,0.595
2024-01-03,14:40:00,Sideways_Violent,0.929,0.384
2024-01-03,14:45:00,Sideways_Decay,0.640,0.645
2024-01-03,14:50:00,Bearish_Panic,0.661,0.705
2024-01-03,14:55:00,Bullish_Grind,0.786,0.726
2024-01-03,15:00:00,Bearish_Linear_Decay,0.907,0.470
2024-01-03,15:05:00,Sideways_Low_Vol,0.793,0.635
2024-01-03,15:10:00,Expiry_Pinning,0.922,0.743
2024-01-03,15:15:00,Bullish_Vol_Expansion,0.933,0.672
2024-01-03,15:20:00,Expiry_Pinning,0.680,0.681
2024-01-03,15:25:00,Bullish_Grind,0.646,0.712
2024-01-03,15:30:00,Bullish_Vol_Expansion,0.786,0.743
2024-01-04,09:15:00,Expiry_Pinning,0.944,0.661
2024-01-04,09:20:00,Bearish_Vol_Expansion,0.795,0.463
2024-01-04,09:25:00,Breakout_Mode,0.602,0.703
2024-01-04,09:30:00,Sideways_Low_Vol,0.705,0.722
2024-01-04,09:35:00,Sideways_Decay,0.792,0.527
2024-01-04,09:40:00,Bullish_Grind,0.657,0.694
2024-01-04,09:45:00,Bearish_Linear_Decay,0.796,0.563
2024-01-04,09:50:00,Breakout_Mode,0.895,0.699
2024-01-04,09:55:00,Bullish_Linear_Decay,0.900,0.611
2024-01-04,10:00:00,Vol_Crush,0.938,0.617
2024-01-04,10:05:00,Bearish_Panic,0.622,0.509
2024-01-04,10:10:00,Sideways_Low_Vol,0.919,0.433
2024-01-04,10:15:00,Bearish_Panic,0.717,0.608
2024-01-04,10:20:00,Bearish_Vol_Expansion,0.835,0.602
2024-01-04,10:25:00,Bearish_Vol_Expansion,0.778,0.355
2024-01-04,10:30:00,Expiry_Pinning,0.725,0.365
2024-01-04,10:35:00,Sideways_Violent,0.696,0.449
2024-01-04,10:40:00,Bearish_Linear_Decay,0.948,0.475
2024-01-04,10:45:00,Bullish_Vol_Expansion,0.852,0.471
2024-01-04,10:50:00,Bullish_Linear_Decay,0.606,0.695
2024-01-04,10:55:00,Bearish_Panic,0.671,0.485
2024-01-04,11:00:00,Sideways_Low_Vol,0.636,0.646
2024-01-04,11:05:00,Expiry_Pinning,0.885,0.691
2024-01-04,11:10:00,Bearish_Vol_Expansion,0.713,0.360
2024-01-04,11:15:00,Sideways_Violent,0.923,0.426
2024-01-04,11:20:00,Expiry_Pinning,0.846,0.371
2024-01-04,11:25:00,Bullish_Grind,0.944,0.405
2024-01-04,11:30:00,Breakout_Mode,0.925,0.384
2024-01-04,11:35:00,Bullish_Grind,0.701,0.497
2024-01-04,11:40:00,Bearish_Linear_Decay,0.884,0.523
2024-01-04,11:45:00,Sideways_Violent,0.890,0.385
2024-01-04,11:50:00,Expiry_Pinning,0.825,0.385
2024-01-04,11:55:00,Bullish_Linear_Decay,0.856,0.544
2024-01-04,12:00:00,Bullish_Vol_Expansion,0.642,0.531
2024-01-04,12:05:00,Breakout_Mode,0.872,0.608
2024-01-04,12:10:00,Breakout_Mode,0.617,0.585
2024-01-04,12:15:00,Bullish_Grind,0.948,0.562
2024-01-04,12:20:00,Vol_Crush,0.755,0.578
2024-01-04,12:25:00,Sideways_Low_Vol,0.844,0.646
2024-01-04,12:30:00,Bullish_Vol_Expansion,0.843,0.536
2024-01-04,12:35:00,Sideways_Low_Vol,0.915,0.557
2024-01-04,12:40:00,Bullish_Linear_Decay,0.620,0.352
2024-01-04,12:45:00,Bullish_Grind,0.817,0.722
2024-01-04,12:50:00,Expiry_Pinning,0.651,0.602
2024-01-04,12:55:00,Bearish_Linear_Decay,0.644,0.674
2024-01-04,13:00:00,Bullish_Vol_Expansion,0.684,0.660
2024-01-04,13:05:00,Expiry_Pinning,0.730,0.622
2024-01-04,13:10:00,Bearish_Panic,0.705,0.397
2024-01-04,13:15:00,Sideways_Decay,0.709,0.489
2024-01-04,13:20:00,Sideways_Low_Vol,0.889,0.748
2024-01-04,13:25:00,Bullish_Linear_Decay,0.780,0.532
2024-01-04,13:30:00,Sideways_Violent,0.643,0.574
2024-01-04,13:35:00,Bullish_Grind,0.821,0.360
2024-01-04,13:40:00,Sideways_Low_Vol,0.864,0.456
2024-01-04,13:45:00,Bullish_Grind,0.741,0.552
2024-01-04,13:50:00,Expiry_Pinning,0.824,0.478
2024-01-04,13:55:00,Bearish_Panic,0.852,0.656
2024-01-04,14:00:00,Breakout_Mode,0.891,0.473
2024-01-04,14:05:00,Vol_Crush,0.832,0.565
2024-01-04,14:10:00,Sideways_Low_Vol,0.659,0.465
2024-01-04,14:15:00,Sideways_Decay,0.615,0.498
2024-01-04,14:20:00,Bearish_Vol_Expansion,0.748,0.642
2024-01-04,14:25:00,Bearish_Vol_Expansion,0.659,0.476
2024-01-04,14:30:00,Breakout_Mode,0.704,0.603
2024-01-04,14:35:00,Bearish_Linear_Decay,0.742,0.631
2024-01-04,14:40:00,Bearish_Linear_Decay,0.930,0.574
2024-01-04,14:45:00,Bearish_Vol_Expansion,0.826,0.404
2024-01-04,14:50:00,Bearish_Vol_Expansion,0.895,0.430
2024-01-04,14:55:00,Bearish_Panic,0.645,0.477
2024-01-04,15:00:00,Bearish_Vol_Expansion,0.891,0.353
2024-01-04,15:05:00,Bearish_Linear_Decay,0.866,0.594
2024-01-04,15:10:00,Sideways_Decay,0.855,0.375
2024-01-04,15:15:00,Sideways_Decay,0.931,0.355
2024-01-04,15:20:00,Bullish_Linear_Decay,0.675,0.514
2024-01-04,15:25:00,Bullish_Grind,0.651,0.427
2024-01-04,15:30:00,Bullish_Linear_Decay,0.609,0.608
2024-01-05,09:15:00,Bearish_Linear_Decay,0.784,0.728
2024-01-05,09:20:00,Bearish_Linear_Decay,0.687,0.690
2024-01-05,09:25:00,Sideways_Decay,0.737,0.504
2024-01-05,09:30:00,Expiry_Pinning,0.895,0.627
2024-01-05,09:35:00,Bullish_Linear_Decay,0.707,0.489
2024-01-05,09:40:00,Bearish_Vol_Expansion,0.734,0.508
2024-01-05,09:45:00,Sideways_Violent,0.754,0.677
2024-01-05,09:50:00,Bullish_Linear_Decay,0.633,0.696
2024-01-05,09:55:00,Bearish_Linear_Decay,0.937,0.456
2024-01-05,10:00:00,Bearish_Panic,0.726,0.352
2024-01-05,10:05:00,Bearish_Panic,0.916,0.665
2024-01-05,10:10:00,Sideways_Low_Vol,0.681,0.725
2024-01-05,10:15:00,Bearish_Panic,0.932,0.362
2024-01-05,10:20:00,Breakout_Mode,0.822,0.444
2024-01-05,10:25:00,Vol_Crush,0.948,0.648
2024-01-05,10:30:00,Bullish_Grind,0.894,0.390
2024-01-05,10:35:00,Bearish_Panic,0.662,0.556
2024-01-05,10:40:00,Bullish_Grind,0.875,0.382
2024-01-05,10:45:00,Sideways_Decay,0.662,0.556
2024-01-05,10:50:00,Bullish_Linear_Decay,0.650,0.488
2024-01-05,10:55:00,Bullish_Grind,0.604,0.655
2024-01-05,11:00:00,Sideways_Low_Vol,0.944,0.546
2024-01-05,11:05:00,Breakout_Mode,0.606,0.500
2024-01-05,11:10:00,Bullish_Grind,0.838,0.473
2024-01-05,11:15:00,Breakout_Mode,0.723,0.370
2024-01-05,11:20:00,Sideways_Violent,0.754,0.366
2024-01-05,11:25:00,Sideways_Decay,0.632,0.398
2024-01-05,11:30:00,Sideways_Low_Vol,0.904,0.552
2024-01-05,11:35:00,Sideways_Low_Vol,0.648,0.488
2024-01-05,11:40:00,Bearish_Linear_Decay,0.635,0.442
2024-01-05,11:45:00,Breakout_Mode,0.703,0.410
2024-01-05,11:50:00,Vol_Crush,0.669,0.356
2024-01-05,11:55:00,Bearish_Panic,0.694,0.592
2024-01-05,12:00:00,Bullish_Vol_Expansion,0.799,0.533
2024-01-05,12:05:00,Breakout_Mode,0.899,0.569
2024-01-05,12:10:00,Sideways_Violent,0.796,0.441
2024-01-05,12:15:00,Bullish_Grind,0.943,0.480
2024-01-05,12:20:00,Bullish_Vol_Expansion,0.835,0.491
2024-01-05,12:25:00,Expiry_Pinning,0.605,0.648
2024-01-05,12:30:00,Bullish_Vol_Expansion,0.765,0.570
2024-01-05,12:35:00,Breakout_Mode,0.875,0.439
2024-01-05,12:40:00,Sideways_Violent,0.663,0.740
2024-01-05,12:45:00,Bullish_Grind,0.738,0.567
2024-01-05,12:50:00,Vol_Crush,0.757,0.375
2024-01-05,12:55:00,Expiry_Pinning,0.678,0.714
2024-01-05,13:00:00,Bullish_Vol_Expansion,0.941,0.699
2024-01-05,13:05:00,Sideways_Violent,0.871,0.600
2024-01-05,13:10:00,Bearish_Panic,0.692,0.401
2024-01-05,13:15:00,Expiry_Pinning,0.837,0.495
2024-01-05,13:20:00,Bearish_Vol_Expansion,0.824,0.598
2024-01-05,13:25:00,Breakout_Mode,0.907,0.577
2024-01-05,13:30:00,Sideways_Violent,0.821,0.380
2024-01-05,13:35:00,Expiry_Pinning,0.750,0.630
2024-01-05,13:40:00,Bearish_Linear_Decay,0.933,0.616
2024-01-05,13:45:00,Sideways_Low_Vol,0.809,0.680
2024-01-05,13:50:00,Vol_Crush,0.827,0.491
2024-01-05,13:55:00,Bullish_Vol_Expansion,0.745,0.651
2024-01-05,14:00:00,Bearish_Vol_Expansion,0.937,0.629
2024-01-05,14:05:00,Sideways_Violent,0.748,0.361
2024-01-05,14:10:00,Bearish_Vol_Expansion,0.784,0.637
2024-01-05,14:15:00,Bearish_Linear_Decay,0.700,0.452
2024-01-05,14:20:00,Sideways_Decay,0.613,0.747
2024-01-05,14:25:00,Bearish_Linear_Decay,0.787,0.600
2024-01-05,14:30:00,Bullish_Linear_Decay,0.641,0.587
2024-01-05,14:35:00,Bullish_Grind,0.704,0.521
2024-01-05,14:40:00,Sideways_Low_Vol,0.884,0.442
2024-01-05,14:45:00,Breakout_Mode,0.915,0.517
2024-01-05,14:50:00,Breakout_Mode,0.876,0.381
2024-01-05,14:55:00,Sideways_Low_Vol,0.766,0.679
2024-01-05,15:00:00,Bearish_Linear_Decay,0.776,0.692
2024-01-05,15:05:00,Bullish_Grind,0.684,0.632
2024-01-05,15:10:00,Sideways_Low_Vol,0.686,0.380
2024-01-05,15:15:00,Bearish_Linear_Decay,0.828,0.641
2024-01-05,15:20:00,Sideways_Low_Vol,0.750,0.643
2024-01-05,15:25:00,Bullish_Linear_Decay,0.628,0.423
2024-01-05,15:30:00,Bearish_Vol_Expansion,0.686,0.674
2024-01-08,09:15:00,Vol_Crush,0.606,0.600
2024-01-08,09:20:00,Expiry_Pinning,0.729,0.694
2024-01-08,09:25:00,Bullish_Grind,0.883,0.489
2024-01-08,09:30:00,Sideways_Low_Vol,0.866,0.693
2024-01-08,09:35:00,Expiry_Pinning,0.941,0.565
2024-01-08,09:40:00,Bearish_Linear_Decay,0.816,0.374
2024-01-08,09:45:00,Sideways_Violent,0.712,0.450
2024-01-08,09:50:00,Bearish_Vol_Expansion,0.703,0.572
2024-01-08,09:55:00,Bearish_Panic,0.642,0.367
2024-01-08,10:00:00,Bullish_Grind,0.677,0.597
2024-01-08,10:05:00,Sideways_Low_Vol,0.837,0.668
2024-01-08,10:10:00,Bearish_Vol_Expansion,0.694,0.362
2024-01-08,10:15:00,Breakout_Mode,0.747,0.432
2024-01-08,10:20:00,Bearish_Linear_Decay,0.748,0.431
2024-01-08,10:25:00,Sideways_Low_Vol,0.627,0.594
2024-01-08,10:30:00,Breakout_Mode,0.615,0.709
2024-01-08,10:35:00,Bearish_Vol_Expansion,0.756,0.390
2024-01-08,10:40:00,Vol_Crush,0.696,0.693
2024-01-08,10:45:00,Bearish_Panic,0.821,0.359
2024-01-08,10:50:00,Breakout_Mode,0.804,0.514
2024-01-08,10:55:00,Sideways_Violent,0.792,0.385
2024-01-08,11:00:00,Sideways_Low_Vol,0.946,0.491
2024-01-08,11:05:00,Expiry_Pinning,0.949,0.475
2024-01-08,11:10:00,Bearish_Panic,0.840,0.646
2024-01-08,11:15:00,Sideways_Decay,0.779,0.563
2024-01-08,11:20:00,Bearish_Vol_Expansion,0.740,0.693
2024-01-08,11:25:00,Sideways_Violent,0.618,0.688
2024-01-08,11:30:00,Breakout_Mode,0.832,0.731
2024-01-08,11:35:00,Bearish_Linear_Decay,0.898,0.378
2024-01-08,11:40:00,Bearish_Panic,0.948,0.724
2024-01-08,11:45:00,Sideways_Violent,0.927,0.598
2024-01-08,11:50:00,Bearish_Vol_Expansion,0.803,0.515
2024-01-08,11:55:00,Sideways_Decay,0.906,0.605
2024-01-08,12:00:00,Bearish_Vol_Expansion,0.863,0.588
2024-01-08,12:05:00,Breakout_Mode,0.909,0.634
2024-01-08,12:10:00,Bullish_Vol_Expansion,0.884,0.631
2024-01-08,12:15:00,Expiry_Pinning,0.603,0.455
2024-01-08,12:20:00,Bearish_Panic,0.759,0.370
2024-01-08,12:25:00,Bearish_Linear_Decay,0.628,0.468
2024-01-08,12:30:00,Bearish_Vol_Expansion,0.884,0.575
2024-01-08,12:35:00,Vol_Crush,0.663,0.633
2024-01-08,12:40:00,Bullish_Grind,0.764,0.455
2024-01-08,12:45:00,Breakout_Mode,0.855,0.533
2024-01-08,12:50:00,Sideways_Violent,0.854,0.436
2024-01-08,12:55:00,Bearish_Linear_Decay,0.947,0.471
2024-01-08,13:00:00,Sideways_Decay,0.815,0.363
2024-01-08,13:05:00,Sideways_Violent,0.929,0.565
2024-01-08,13:10:00,Bullish_Grind,0.623,0.712
2024-01-08,13:15:00,Bullish_Vol_Expansion,0.620,0.583
2024-01-08,13:20:00,Vol_Crush,0.777,0.656
2024-01-08,13:25:00,Bullish_Vol_Expansion,0.859,0.600
2024-01-08,13:30:00,Bullish_Linear_Decay,0.648,0.741
2024-01-08,13:35:00,Breakout_Mode,0.790,0.690
2024-01-08,13:40:00,Vol_Crush,0.734,0.510
2024-01-08,13:45:00,Bullish_Linear_Decay,0.940,0.486
2024-01-08,13:50:00,Bullish_Grind,0.831,0.391
2024-01-08,13:55:00,Sideways_Decay,0.938,0.429
2024-01-08,14:00:00,Bearish_Panic,0.763,0.592
2024-01-08,14:05:00,Sideways_Low_Vol,0.669,0.419
